cgpa,internships,intern_quality,certifications,skill_level,projects_score,course,tier,placement_rate,avg_salary,placement_cell,job_demand,job_activity,region_density,macro,pipeline,placed_3m,placed_6m,placed_12m,salary,risk
8.02,2,3,5,1,2,0,2,30,17.5,1,2,1,0.989329113435395,2,0,1,1,1,20.7,low
3.99,0,0,1,2,0,8,3,85,3.5,3,1,1,0.5192073810249366,2,1,0,1,1,7.1,medium
5.82,1,2,1,1,2,5,1,50,10.2,0,1,1,0.9886072994287821,1,2,0,1,1,10.9,low
5.32,1,2,0,2,3,12,3,79,4.0,2,1,2,0.6721387845937992,2,3,1,1,1,3.4,low
8.6,0,0,1,0,0,4,2,26,18.8,2,2,1,0.9467001681544852,2,0,0,0,1,16.4,high
6.08,2,4,2,1,0,3,3,46,3.7,2,1,3,0.2881692316279578,1,0,1,1,1,3.9,low
5.93,1,0,4,1,3,13,2,73,3.9,0,1,2,0.7769414783631279,2,1,0,0,1,3.4,low
6.19,3,0,4,2,1,9,3,92,3.8,0,1,2,0.43348346239662605,3,1,1,1,1,1.1,low
6.94,1,1,0,0,3,2,3,38,4.3,2,3,1,0.5558980795009602,3,3,0,1,1,2.6,medium
4.7,0,0,3,2,1,11,2,87,4.6,2,1,1,0.4252172006169941,2,0,0,0,0,4.3,medium
9.26,0,0,1,1,2,0,2,25,14.7,1,2,1,0.554891292678493,2,1,0,0,1,14.5,low
7.18,2,2,5,0,1,8,2,96,7.2,2,1,2,0.3895980082518692,4,2,1,1,1,8.5,low
6.02,1,0,1,1,1,6,3,65,2.9,2,3,3,0.9426619369670003,3,0,1,1,1,5.0,low
6.16,0,0,3,1,2,12,2,83,6.5,1,1,1,0.3608606625750297,1,3,1,1,1,5.0,high
6.33,1,0,2,0,1,14,1,81,23.1,1,1,1,0.5470306107748377,3,1,1,1,1,23.6,medium
6.84,1,0,0,0,0,1,3,53,7.6,1,2,1,0.5095034232822951,4,0,0,0,0,5.6,high
8.29,0,0,3,1,2,12,1,95,7.5,1,1,3,0.17172023120736668,3,3,1,1,1,5.9,medium
6.51,0,0,0,0,2,11,3,61,4.8,1,1,2,0.9277424608728574,4,0,0,0,1,5.2,medium
8.22,1,0,1,0,3,3,3,38,5.9,0,1,2,0.7188654028388116,2,2,0,1,1,4.2,low
5.42,0,0,2,1,1,13,3,42,5.5,1,1,2,0.6222440265593068,2,3,0,0,0,6.4,high
8.13,0,0,1,2,2,10,3,79,4.8,1,2,2,0.6972472329299758,2,3,1,1,1,5.6,low
4.72,1,0,0,1,0,0,3,53,5.8,1,3,2,0.35427452565797257,1,2,0,0,0,3.9,high
8.57,0,0,0,1,1,10,3,83,2.2,3,1,1,0.32369029220990286,1,0,0,0,0,1.8,high
6.8,3,1,3,0,2,2,3,75,6.3,2,1,1,0.5703603706041849,1,2,0,1,1,8.049999999999999,low
5.21,1,2,1,0,2,11,1,35,8.9,1,2,1,0.8650537491494171,1,1,1,1,1,11.3,low
6.97,0,0,0,0,1,2,2,31,10.3,3,2,1,0.9401348525818327,3,2,1,1,1,8.1,medium
5.9,1,0,0,2,1,10,2,33,5.7,2,2,1,0.5185830452061588,2,0,0,1,1,6.4,low
7.05,1,4,5,0,0,12,1,96,5.9,1,1,1,0.13145222791821923,4,1,1,1,1,8.4,low
5.28,0,0,1,0,2,11,2,56,4.3,3,2,1,0.16749484891837033,3,2,0,0,1,1.6500000000000001,medium
5.67,0,0,0,1,0,3,2,47,5.3,3,1,3,0.10129587618910596,4,0,0,0,0,2.2,high
6.17,0,0,0,2,0,13,3,68,3.2,0,1,2,0.4898805063011903,3,0,0,0,0,5.8,high
4.6,1,0,4,2,1,5,3,57,4.4,2,2,1,0.8016947918669257,1,3,1,1,1,4.8,medium
8.98,0,0,3,1,2,14,3,98,5.2,2,1,1,0.9368369657181961,1,1,0,1,1,6.8,low
6.31,0,0,1,1,2,6,1,46,6.0,2,3,2,0.22599820688200345,3,3,1,1,1,8.7,low
9.7,1,0,0,1,0,3,3,40,3.8,2,2,2,0.5423084412377549,3,0,1,1,1,2.7,low
7.65,0,0,1,0,0,9,1,83,18.6,2,1,3,0.7282507117545605,3,2,0,1,1,22.5,low
6.49,0,0,2,1,0,10,2,62,6.9,0,2,1,0.9256656355193311,2,0,0,1,1,1.7,high
6.52,2,0,2,0,0,14,3,45,3.6,3,1,2,0.8836418874605886,3,1,0,1,1,3.2,low
7.67,0,0,0,0,0,12,2,79,3.5,1,1,1,0.10314689062361539,2,0,0,0,0,3.4,high
4.43,0,0,0,1,0,10,1,72,15.5,1,1,2,0.6868827933641515,2,1,0,0,1,14.0,medium
7.38,0,0,0,1,3,7,1,63,10.6,0,2,2,0.21242083633797987,2,0,0,0,1,11.6,medium
8.66,1,2,0,1,1,2,3,96,5.9,3,3,1,0.7521104136596503,3,3,1,1,1,7.1,low
5.56,1,1,3,0,1,2,3,97,4.0,0,1,2,0.5409067405669995,3,0,1,1,1,5.1,low
7.53,3,0,1,1,3,2,2,90,8.6,3,1,1,0.6511221946937676,3,2,0,1,1,10.3,low
7.63,0,0,0,1,0,8,1,69,12.1,0,2,2,0.23357934850690984,2,1,0,1,1,16.5,low
8.82,0,0,2,1,3,8,2,27,14.6,3,3,2,0.5110449773820787,3,1,0,1,1,13.2,low
9.14,1,0,0,0,2,6,2,27,7.0,2,1,1,0.618227333452299,2,1,1,1,1,7.1,low
7.55,1,0,5,2,3,8,3,97,7.0,2,2,2,0.9308099768965794,2,3,1,1,1,6.1,low
4.6,2,2,2,2,0,0,2,76,8.3,2,3,2,0.20296444269243008,4,0,0,1,1,10.6,low
9.1,0,0,0,1,0,14,2,84,6.0,0,1,1,0.37350960844157977,3,4,1,1,1,8.2,medium
5.96,0,0,1,1,0,9,3,75,3.0,2,1,1,0.2079856161083083,1,0,0,1,1,2.9,medium
7.55,0,0,2,0,2,0,3,74,4.4,1,3,3,0.6117020379061299,3,0,0,0,1,4.9,high
5.83,0,0,0,0,1,5,3,30,5.6,3,1,1,0.6422047417039805,2,4,1,1,1,3.7,low
5.32,1,0,1,1,2,1,1,49,13.4,0,2,2,0.7824891176193981,2,1,1,1,1,9.5,high
7.46,1,0,0,0,1,9,3,98,2.6,0,2,1,0.18815585535684742,3,4,0,0,1,5.5,medium
7.09,1,0,0,1,3,9,2,74,9.8,2,1,1,0.6082299394019908,1,3,0,1,1,12.6,low
6.77,2,2,3,2,2,1,1,47,22.1,0,3,2,0.6653606082046201,1,1,1,1,1,23.9,low
6.97,0,0,3,1,0,5,3,78,3.8,0,2,3,0.5909666994700256,2,1,0,0,0,1.1,high
6.16,0,0,2,2,1,0,2,68,7.1,0,3,2,0.8176830313075235,2,2,0,1,1,8.5,medium
7.99,1,0,3,2,1,13,1,63,17.2,1,2,2,0.6842489985315927,4,0,1,1,1,16.8,medium
7.05,4,2,2,1,1,12,3,87,4.2,1,1,3,0.6798378077727248,1,4,1,1,1,1.1,low
6.97,0,0,0,1,2,14,3,54,4.8,1,2,1,0.8176871729012156,2,1,0,0,0,3.2,medium
9.7,1,0,4,0,1,2,2,82,9.0,0,2,1,0.554441463653759,3,0,0,0,1,3.8,high
7.59,0,0,5,1,0,7,3,41,5.6,2,1,1,0.39186590072524674,4,0,1,1,1,6.7,low
7.01,1,0,0,1,1,1,2,89,7.7,0,2,1,0.8563455182653242,3,3,1,1,1,8.8,medium
6.45,0,0,2,2,1,3,2,91,6.2,1,1,1,0.27469569060592375,2,2,1,1,1,4.2,medium
4.08,0,0,3,2,3,0,2,87,10.0,0,2,3,0.9531286979069907,3,0,1,1,1,10.1,low
6.26,1,0,5,1,2,1,2,80,12.9,2,3,2,0.43913606133675887,2,1,0,1,1,16.099999999999998,low
6.26,0,0,1,0,3,11,3,47,5.2,0,1,1,0.21742064778822662,2,0,0,0,1,1.8,high
6.61,2,2,4,1,2,10,3,45,3.4,3,1,1,0.22013679864045016,4,0,0,1,1,4.3,high
6.16,1,0,2,1,2,0,2,36,14.7,1,2,1,0.17001375582895767,2,0,1,1,1,11.5,medium
4.66,0,0,3,1,0,0,2,70,8.4,0,2,1,0.7952669973330144,3,0,1,1,1,7.6,high
6.02,3,1,5,1,2,4,2,84,12.7,1,3,1,0.29200452129990123,2,1,1,1,1,16.7,low
7.73,0,0,2,2,3,12,2,76,7.7,0,2,1,0.8257547067026945,2,3,0,1,1,9.2,medium
7.03,2,2,1,1,2,12,2,64,5.0,1,1,1,0.3362283450321219,1,0,0,1,1,2.7,medium
6.47,0,0,0,1,0,3,2,41,6.4,0,2,1,0.33753879986872426,3,4,0,1,1,7.8,low
8.76,2,0,3,0,3,13,3,83,5.9,1,1,3,0.650682580861057,1,1,1,1,1,6.1,low
7.45,2,1,0,2,1,13,3,35,4.7,1,1,3,0.7510198398561317,1,0,1,1,1,3.0,low
6.77,0,0,5,0,2,1,2,45,10.7,0,2,3,0.7074232020663919,3,0,1,1,1,13.6,low
5.89,1,3,2,1,0,13,3,62,2.1,0,1,1,0.33544872842208356,2,0,0,1,1,1.3,high
7.36,1,0,0,0,1,8,3,32,6.0,1,3,2,0.31078311891422206,4,2,1,1,1,3.2,medium
7.56,3,1,0,1,2,1,3,92,5.0,0,3,1,0.24817092821251294,3,1,1,1,1,8.6,low
8.04,1,0,1,2,1,3,2,39,4.1,0,1,1,0.9249581297487951,1,0,0,0,1,2.2,high
6.32,0,0,0,0,0,7,1,48,15.2,0,3,2,0.9187588112194583,2,4,0,1,1,16.8,medium
8.64,1,2,3,2,2,1,2,70,12.9,1,1,1,0.9322552698568525,2,0,1,1,1,15.0,low
6.7,1,4,2,1,2,8,2,96,11.3,2,2,3,0.5548952432024994,2,0,1,1,1,17.1,low
6.75,0,0,0,2,0,4,3,37,5.5,1,2,2,0.11607523943821106,3,1,0,1,1,4.3,high
4.89,1,2,0,2,1,13,2,81,10.0,1,2,2,0.17498176353003642,4,1,1,1,1,9.6,medium
6.19,0,0,0,0,1,14,3,58,6.9,0,3,3,0.9166777655885177,2,1,0,0,0,6.0,high
6.45,3,0,2,1,2,13,2,92,5.8,0,1,1,0.529919359550672,2,0,1,1,1,7.0,medium
8.32,1,3,0,2,1,1,2,73,6.2,1,2,1,0.4900825709291806,1,1,0,1,1,4.2,low
3.55,0,0,5,0,3,10,2,72,7.8,1,1,3,0.2244331164631263,1,1,1,1,1,10.35,medium
5.93,0,0,0,0,3,11,3,91,5.7,0,1,3,0.6144509322960144,3,0,1,1,1,4.6,medium
7.43,4,2,2,0,1,7,2,41,10.5,0,3,1,0.765035292215381,1,0,0,0,1,10.1,low
6.31,0,0,1,0,0,11,2,45,7.9,1,1,2,0.7110499375733019,1,0,0,1,1,3.6,high
8.89,0,0,0,1,0,9,3,55,5.8,2,2,2,0.9787168057480341,2,1,0,1,1,6.1,low
7.82,0,0,4,0,0,7,3,66,5.1,1,3,2,0.9607373895091962,2,0,0,1,1,6.7,medium
3.89,2,0,3,2,2,14,3,32,4.8,0,2,1,0.4115929135009134,4,2,1,1,1,6.5,medium
5.28,1,0,2,0,2,12,3,93,3.8,0,1,2,0.5970414342360785,2,1,1,1,1,5.75,high
4.84,0,0,1,1,0,8,2,47,14.7,2,1,1,0.5453966865634468,1,0,0,0,0,11.1,high
5.3,1,1,2,1,2,14,3,46,7.0,0,1,1,0.5519010688773748,3,1,0,0,1,5.6,medium
4.68,0,0,0,1,1,1,3,65,6.8,2,1,1,0.3339670830239781,3,2,0,1,1,4.2,high
6.91,1,1,0,0,3,14,3,82,5.6,0,1,2,0.5635992010959071,3,2,0,0,1,3.6,medium
9.41,0,0,3,1,0,12,3,83,3.9,1,1,2,0.4436507711908714,3,4,1,1,1,1.1,low
6.18,0,0,1,1,3,5,2,48,10.8,0,3,3,0.3619197674333714,3,0,1,1,1,12.649999999999999,low
8.54,0,0,4,1,2,7,3,94,3.6,0,3,3,0.41785666229162655,1,2,0,1,1,3.4,low
6.72,1,3,0,0,1,2,1,75,12.6,1,2,2,0.43153578714052654,1,1,0,0,1,15.5,low
7.18,0,0,2,1,2,0,3,31,7.3,0,2,3,0.9857345691034689,2,0,1,1,1,10.35,low
8.39,0,0,1,1,3,14,2,49,5.8,0,1,2,0.8704414989231256,1,2,0,1,1,6.0,high
6.15,0,0,2,1,3,11,3,94,5.6,0,3,2,0.7315916547811183,2,4,1,1,1,4.2,low
4.39,1,3,2,1,1,0,3,98,4.3,0,2,2,0.12810556924931996,4,3,0,0,0,2.5,medium
6.62,0,0,0,1,2,9,1,77,21.3,2,1,1,0.34667509591537976,1,1,0,1,1,24.2,low
4.88,1,4,2,1,0,5,3,47,4.0,3,1,1,0.6765863363337286,2,4,1,1,1,5.2,low
9.8,4,3,0,0,0,2,2,61,6.1,0,2,1,0.8772842586820738,2,1,0,1,1,6.1,low
5.8,0,0,4,2,3,9,2,81,6.7,0,1,2,0.8131541586251108,1,2,1,1,1,7.1,low
6.03,1,1,3,1,0,12,3,66,4.3,0,2,1,0.9276964827666977,2,0,0,1,1,4.5,medium
7.18,4,2,0,1,0,1,3,31,5.7,0,1,1,0.1508951824889863,2,1,1,1,1,5.2,medium
7.66,1,0,0,1,0,5,2,88,7.6,2,1,1,0.8173557377917984,3,2,1,1,1,7.6,medium
7.24,0,0,2,0,0,7,2,93,7.4,3,1,2,0.17686123952248478,2,0,0,1,1,5.4,high
6.39,1,0,5,0,0,13,3,76,2.6,0,2,1,0.49089440279029684,1,0,0,1,1,1.1,medium
5.18,3,1,0,0,2,3,2,48,8.8,3,2,1,0.7515349820638512,1,0,0,0,1,10.7,low
7.55,0,0,4,0,1,8,2,84,14.1,1,1,1,0.18777041167896058,1,2,1,1,1,15.0,high
7.02,2,1,1,1,2,14,3,88,5.9,1,1,2,0.8318373120852234,1,0,0,0,0,7.3,high
7.65,0,0,1,1,1,5,1,52,17.7,2,1,3,0.18930805208018503,3,0,1,1,1,18.3,low
6.01,1,0,0,0,2,14,2,40,12.0,2,1,3,0.25186786380065074,2,0,0,0,1,9.4,medium
4.51,0,0,5,0,2,9,2,87,7.5,1,2,1,0.4994259922758262,4,1,1,1,1,5.5,low
8.61,3,0,1,0,2,9,3,88,5.6,1,2,1,0.45996799366195984,2,2,1,1,1,6.3,low
5.69,2,2,0,0,3,5,2,47,5.9,2,3,1,0.3952156502143208,2,2,1,1,1,9.1,low
9.25,1,0,2,2,2,4,3,57,6.1,1,2,2,0.6950030621221653,3,0,1,1,1,5.8,medium
8.18,0,0,0,0,3,14,3,57,3.3,1,3,3,0.19358961351071996,1,0,0,0,1,3.1,medium
6.25,1,4,4,2,1,3,3,30,3.7,2,1,1,0.6169314853419883,4,3,1,1,1,1.1,low
6.14,0,0,0,1,2,10,2,30,3.1,1,1,2,0.5969037804712778,2,0,0,1,1,3.7,medium
5.96,0,0,2,0,1,13,2,31,6.3,3,1,3,0.9866718712786784,1,1,1,1,1,8.4,low
5.14,1,0,0,0,2,12,3,77,4.3,0,1,2,0.607714471229551,1,0,1,1,1,5.75,medium
5.2,1,2,1,0,1,3,2,46,7.5,1,1,2,0.9467424530050184,3,1,1,1,1,8.1,low
9.33,3,0,0,2,2,0,1,36,23.2,1,2,2,0.5602924327738328,2,0,0,1,1,29.1,low
6.39,0,0,2,1,3,7,3,32,3.6,2,1,1,0.888995321963039,1,4,1,1,1,1.9,medium
4.89,0,0,0,0,2,9,2,92,5.5,0,1,2,0.5269673473718617,3,0,0,0,1,7.0,high
5.04,0,0,0,1,3,8,3,41,4.0,3,1,1,0.3869705473511772,3,0,0,1,1,3.0,high
5.16,0,0,2,1,2,10,2,98,6.2,1,1,2,0.5084982850147192,3,0,1,1,1,6.3,medium
5.1,2,0,1,1,0,13,3,97,2.6,2,1,3,0.6328752878561615,2,0,0,1,1,2.7,high
6.22,1,0,5,2,3,6,2,97,5.2,0,2,1,0.9367988077050853,1,0,1,1,1,6.4,low
4.11,0,0,0,2,2,11,3,61,2.0,1,2,2,0.418304919673816,1,3,1,1,1,1.1,low
7.1,2,0,2,2,2,6,3,61,5.2,2,2,1,0.41247215991526953,3,1,0,1,1,5.9,medium
9.73,2,0,1,1,2,13,1,92,10.0,3,1,3,0.6694394172343738,2,3,0,0,1,9.6,low
6.83,1,2,1,0,3,0,1,71,36.6,1,3,1,0.8583328325808514,2,1,0,0,0,44.4,low
6.01,0,0,2,1,3,13,3,25,2.9,0,1,1,0.5344714472228522,4,3,1,1,1,2.4,low
5.61,0,0,3,1,0,8,2,60,14.3,2,1,1,0.42721116533244774,1,1,0,1,1,10.6,high
5.73,1,1,4,1,2,6,3,66,3.6,1,2,1,0.41638929297444216,3,1,0,1,1,3.7,low
6.61,0,0,0,1,0,2,3,81,4.6,1,2,1,0.2683237819874983,3,0,0,1,1,2.1,medium
7.53,1,0,0,2,0,4,3,88,5.9,1,2,1,0.3281036648575276,2,0,1,1,1,7.4,low
4.21,1,0,0,1,1,5,3,32,3.7,3,2,1,0.5826792457732115,2,1,0,0,0,4.5,high
7.53,0,0,2,1,2,14,3,87,5.6,2,2,3,0.9378400414631062,4,2,1,1,1,8.049999999999999,low
7.07,0,0,1,0,1,11,2,69,3.7,3,2,1,0.1871895226764045,2,0,0,1,1,7.0,medium
3.68,1,0,1,1,1,14,1,83,10.0,3,1,2,0.8939891381053587,2,2,1,1,1,9.6,low
4.24,0,0,5,1,0,10,3,67,2.8,2,1,3,0.8085136660400032,3,2,1,1,1,1.2,medium
7.0,0,0,2,1,0,10,2,71,8.7,2,1,1,0.2628479884273107,3,2,1,1,1,8.3,low
7.16,4,3,1,1,0,11,2,60,3.4,2,2,1,0.8317115415633513,3,1,0,0,1,2.7,low
5.25,0,0,4,0,0,8,3,53,5.7,3,1,1,0.9118721835234325,1,3,0,1,1,9.2,medium
6.02,0,0,0,2,0,14,2,74,9.0,2,3,1,0.46813355306904614,3,0,0,1,1,10.8,medium
9.86,2,3,1,1,0,0,3,91,8.3,0,3,1,0.25910838483977644,1,2,0,0,1,10.35,low
4.18,0,0,2,1,0,13,2,40,4.9,2,2,1,0.496047898679286,2,0,0,0,1,1.6500000000000001,high
8.69,1,0,2,0,1,4,2,69,18.4,3,2,3,0.5141780524336768,1,0,1,1,1,17.0,low
6.3,1,3,0,2,2,8,3,53,7.3,1,1,3,0.2637531012486948,4,0,1,1,1,9.2,low
4.68,1,1,2,1,1,14,2,35,5.5,2,1,3,0.916780113731506,1,0,1,1,1,6.4,high
6.54,1,1,1,1,0,3,3,31,5.3,0,1,2,0.47023359325449987,2,1,0,1,1,6.8999999999999995,medium
7.04,1,0,2,0,2,9,3,64,6.2,0,1,2,0.32286672313983555,1,1,0,0,1,1.7,high
6.15,1,0,4,1,0,1,2,90,7.7,2,3,1,0.40525176922702344,3,0,0,1,1,8.7,medium
5.85,1,2,4,2,1,10,3,88,3.9,1,1,3,0.9354027844776802,2,2,0,0,0,3.0,medium
6.93,0,0,0,1,0,5,1,66,16.0,1,2,1,0.7231448164485572,1,2,0,1,1,14.8,low
3.81,1,0,3,0,0,9,2,52,11.3,0,1,1,0.3810331794895374,2,1,1,1,1,10.1,medium
8.41,1,0,1,0,1,13,3,45,4.6,2,2,3,0.17564058590300324,3,2,0,1,1,6.8999999999999995,medium
7.3,1,0,0,1,1,7,2,76,11.8,2,2,3,0.6968479029365986,4,1,0,0,1,13.799999999999999,medium
3.89,1,2,0,1,1,11,1,98,8.7,0,3,2,0.7460129037416234,3,1,1,1,1,6.7,low
7.58,0,0,0,0,0,4,1,89,35.1,1,2,2,0.12695796790443006,1,2,0,1,1,38.1,low
9.88,3,0,0,1,3,0,2,94,17.6,2,3,2,0.6125892104016907,3,4,1,1,1,20.7,low
6.98,0,0,4,1,2,1,1,82,16.5,1,1,1,0.7036772932221205,3,1,1,1,1,17.9,low
8.94,0,0,0,1,1,12,2,91,7.8,2,1,1,0.25815078893625015,1,0,0,0,0,4.8,high
4.04,0,0,5,0,0,2,2,91,6.0,2,3,2,0.7366779944918405,2,3,1,1,1,9.0,medium
6.91,0,0,1,0,1,7,3,56,4.1,3,3,3,0.667115118482835,2,0,0,0,1,2.5,high
4.86,1,0,1,0,0,7,2,54,5.7,2,1,3,0.6135947503658387,1,0,1,1,1,6.3,medium
8.56,2,0,0,2,3,5,3,75,2.8,1,2,2,0.10769577180648668,1,0,1,1,1,2.6,high
5.5,0,0,1,0,1,12,1,74,7.0,2,1,1,0.9778159837084116,2,2,1,1,1,9.3,low
9.31,0,0,1,1,3,0,3,48,6.3,3,3,2,0.5013786755988967,4,2,0,1,1,4.9,low
8.67,1,2,2,1,1,13,3,47,2.0,2,2,3,0.6589092807233873,2,3,1,1,1,1.1,low
6.59,0,0,4,1,2,11,1,35,6.8,3,3,1,0.22104698774718728,3,1,1,1,1,5.7,low
6.15,0,0,4,1,2,1,2,83,13.3,2,1,3,0.46412763046579375,2,3,1,1,1,13.2,low
6.78,1,1,2,0,2,1,3,61,6.0,2,1,3,0.9043865361351555,2,0,1,1,1,4.5,medium
9.26,0,0,0,2,0,11,3,91,4.7,2,1,2,0.3067064168537186,3,0,0,0,1,5.5,low
4.28,2,0,0,1,1,3,3,59,3.2,0,1,1,0.36243321839567644,2,2,1,1,1,1.1,low
7.43,1,0,2,0,3,3,3,36,4.4,0,1,2,0.5001720450247736,2,2,1,1,1,3.1,low
3.87,0,0,0,0,1,13,2,96,4.1,0,1,3,0.5216927961554252,3,2,1,1,1,2.3,high
5.69,3,0,3,0,2,8,2,94,9.9,2,1,3,0.719660214106092,4,0,1,1,1,10.2,low
6.05,0,0,3,0,0,0,2,89,16.6,1,2,1,0.9184821119524131,4,2,0,1,1,20.7,low
8.65,0,0,4,0,0,11,2,51,5.0,2,3,3,0.6030148438269567,3,0,1,1,1,1.6500000000000001,low
5.13,1,0,0,2,0,3,2,86,6.9,0,1,1,0.29308320347884453,2,0,1,1,1,7.4,low
7.61,0,0,3,1,0,13,3,75,4.0,3,1,1,0.18992805987927305,1,3,0,1,1,4.0,medium
4.62,0,0,2,1,2,9,2,50,9.8,3,1,1,0.11446450423666106,4,0,1,1,1,13.0,low
6.07,0,0,0,0,3,8,3,29,5.7,2,3,3,0.3483932387160357,1,1,0,1,1,4.6,low
6.94,0,0,2,2,1,13,3,68,5.1,3,1,3,0.9022948982052018,1,1,1,1,1,4.5,low
6.99,0,0,0,1,0,14,3,94,4.3,0,2,3,0.6347563705553869,2,0,0,1,1,5.4,high
4.8,2,2,3,1,2,3,2,28,4.6,1,1,2,0.8690046864410345,2,0,1,1,1,7.2,medium
6.36,0,0,0,1,1,12,2,94,7.1,1,1,3,0.24270666412887384,4,3,0,1,1,9.0,low
7.32,0,0,0,1,3,13,2,92,4.9,1,1,3,0.5394401161702228,3,2,0,0,0,1.8,high
6.73,0,0,2,2,2,13,2,74,5.1,2,1,3,0.542086064975821,3,3,1,1,1,1.7,low
4.97,0,0,3,1,2,10,3,57,3.4,2,1,2,0.3079355851560629,2,0,0,1,1,2.3,high
4.84,0,0,4,0,3,6,2,26,6.8,0,1,1,0.11810149137367693,2,2,1,1,1,5.8,medium
7.68,2,0,3,2,0,5,3,61,3.2,0,1,1,0.3710334787809224,2,2,1,1,1,6.0,low
6.72,1,3,0,2,2,8,1,66,21.6,2,3,3,0.12596096352878358,1,3,1,1,1,28.2,low
7.38,0,0,2,2,2,4,2,31,12.8,0,2,1,0.3006284347764059,1,0,1,1,1,13.0,medium
5.72,1,1,0,1,0,0,2,56,8.8,0,3,1,0.418838964275537,2,1,0,1,1,9.2,medium
4.23,1,3,4,0,1,11,2,88,7.6,3,3,3,0.9189750967712393,3,3,1,1,1,7.0,low
9.64,0,0,0,0,2,1,3,46,5.4,3,2,1,0.7794360841788088,3,1,1,1,1,3.3,medium
8.08,0,0,0,0,2,7,3,49,5.6,2,2,2,0.22295937150124756,3,2,0,1,1,8.049999999999999,medium
6.01,0,0,3,1,2,7,2,72,5.2,0,2,3,0.9848108463304271,2,2,0,1,1,2.2,high
3.81,0,0,3,1,1,2,1,27,10.9,0,3,3,0.4532923787479054,1,0,1,1,1,14.9,low
5.45,1,0,0,1,1,4,3,46,5.8,3,3,2,0.8242535870627193,3,1,0,1,1,10.4,low
9.86,1,0,0,1,3,6,2,45,8.2,2,2,1,0.7344625936632394,2,3,1,1,1,7.8,low
4.79,0,0,0,0,0,6,3,40,5.2,2,2,2,0.922620552801049,4,1,0,0,1,6.1,low
9.48,0,0,2,2,1,3,3,42,4.8,1,1,3,0.3459045553223695,2,2,1,1,1,6.0,low
6.04,2,2,2,0,1,2,2,71,10.0,3,1,2,0.16682806981802262,2,1,0,1,1,9.6,low
3.56,1,3,1,1,2,7,2,52,9.0,0,2,2,0.825017666021464,1,1,1,1,1,6.1,low
5.96,4,3,0,2,3,3,3,30,5.6,1,2,3,0.21946881869850687,2,4,1,1,1,5.2,low
4.94,2,0,0,0,2,3,3,72,3.8,0,1,2,0.3481310561509219,3,4,0,1,1,3.7,low
6.0,4,2,2,2,1,8,3,89,6.2,2,3,2,0.2112606177112628,2,0,1,1,1,7.2,low
4.54,0,0,2,0,1,14,3,77,3.3,1,2,2,0.4234637223584291,2,1,0,0,0,6.1,high
3.83,1,0,5,1,0,12,2,40,6.1,0,1,3,0.16991565681744783,2,0,0,1,1,7.0,medium
5.48,0,0,4,1,2,9,2,63,11.4,1,1,2,0.220069599077154,2,3,0,0,1,12.0,medium
6.18,2,0,1,1,1,14,2,39,11.9,2,1,1,0.171269431157828,2,1,0,0,1,14.4,low
6.6,2,0,0,0,1,3,3,64,2.6,0,1,3,0.6891599352182988,2,2,0,1,1,5.2,low
5.4,0,0,3,0,1,13,1,65,10.0,0,1,1,0.7447877559967604,2,1,0,0,1,10.8,low
8.72,0,0,0,2,2,8,3,37,4.0,0,1,3,0.4648043117749875,2,2,0,0,1,2.6,high
8.27,0,0,2,0,1,10,3,85,2.7,0,1,1,0.15295621712096422,1,0,0,1,1,1.3,high
6.45,0,0,0,0,2,8,3,86,5.3,2,1,1,0.9654715322266495,2,1,1,1,1,4.1,medium
6.59,1,0,2,2,2,2,3,50,6.1,0,3,1,0.12747492810717306,4,0,0,1,1,4.8,medium
9.44,1,0,0,0,0,10,3,43,2.6,3,1,3,0.7268796539587791,3,4,1,1,1,1.1,low
6.91,0,0,0,2,1,7,2,84,6.3,1,2,1,0.7315922847765096,1,1,1,1,1,10.2,low
7.46,0,0,0,1,2,3,1,39,11.4,1,1,1,0.6729884478515737,1,0,0,0,1,10.4,medium
4.26,2,1,1,0,3,3,2,49,5.1,2,1,3,0.8729675211101462,4,2,0,0,1,4.2,low
4.34,1,0,3,0,1,2,3,66,4.0,2,1,1,0.9981568765851573,2,0,0,1,1,5.2,low
6.69,2,1,2,2,1,5,1,94,12.0,1,3,2,0.20751753778364365,4,0,0,1,1,16.6,low
6.52,0,0,4,0,1,7,3,77,3.2,2,2,3,0.8058969273901525,1,0,1,1,1,2.9,medium
6.14,1,0,1,0,0,6,3,41,2.5,2,3,2,0.5676995222299961,1,0,1,1,1,2.3,medium
5.45,0,0,1,0,1,11,3,90,3.3,3,1,1,0.14527090918521124,1,2,0,1,1,6.1,medium
5.71,0,0,0,1,1,8,3,98,7.7,2,3,1,0.41083842450090147,3,0,0,0,1,4.6,high
6.92,2,3,1,0,3,7,2,50,5.8,3,2,2,0.4110965499802004,2,1,1,1,1,11.8,low
7.02,0,0,0,1,1,9,3,58,4.8,2,1,1,0.17108064726138894,1,0,0,1,1,4.5,high
6.05,1,1,1,0,0,5,2,34,6.9,0,1,1,0.58064544561691,4,1,0,0,1,5.0,medium
4.84,0,0,4,0,1,9,3,47,6.3,0,1,1,0.26021812071424927,3,0,1,1,1,7.1,high
9.37,0,0,1,0,0,11,3,29,3.5,0,3,1,0.3149407645659662,4,1,0,0,1,1.8,medium
